Time(10ps),/test/GPSDC_u1/Valid,/test/GPSDC_u1/D[39:0],/test/GPSDC_u1/a[63:0],/test/GPSDC_u1/c_state[3:0],/test/GPSDC_u1/n_state[3:0],/test/GPSDC_u1/LON_IN_A[23:0],/test/GPSDC_u1/LON_IN_B[23:0],/test/GPSDC_u1/LAT_IN_A[23:0],/test/GPSDC_u1/LAT_IN_B[23:0],/test/GPSDC_u1/COS_127[95:0],/test/GPSDC_u1/COS_0[95:0],/test/GPSDC_u1/ASIN_63[127:0],/test/GPSDC_u1/ASIN_0[127:0],/test/GPSDC_u1/first_result_r[95:0],/test/GPSDC_u1/a_r[63:0],/test/GPSDC_u1/cosA[31:0],/test/GPSDC_u1/cosB[31:0],/test/GPSDC_u1/inner_result_r[63:0],/test/GPSDC_u1/p_h[6:0],/test/GPSDC_u1/p_l[6:0],/test/GPSDC_u1/asin_p_h[5:0],/test/GPSDC_u1/asin_p_l[5:0],/test/GPSDC_u1/cos_y0[47:0],/test/GPSDC_u1/cos_y1[47:0],/test/GPSDC_u1/asin_y0[47:0],/test/GPSDC_u1/asin_y1[47:0],/test/GPSDC_u1/cos_x0[47:0],/test/GPSDC_u1/cos_x1[47:0],/test/GPSDC_u1/asin_x0[47:0],/test/GPSDC_u1/asin_x1[47:0],/test/GPSDC_u1/clk,/test/GPSDC_u1/reset_n,/test/GPSDC_u1/DEN,/test/GPSDC_u1/LON_IN[23:0],/test/GPSDC_u1/LAT_IN[23:0],/test/GPSDC_u1/COS_DATA[95:0],/test/GPSDC_u1/COS_ADDR[6:0],/test/GPSDC_u1/ASIN_DATA[127:0],/test/GPSDC_u1/ASIN_ADDR[5:0],/test/GPSDC_u1/LAT_w[47:0],/test/GPSDC_u1/sel_a1[23:0],/test/GPSDC_u1/sel_a2[23:0],/test/GPSDC_u1/angle_diff[24:0],/test/GPSDC_u1/rad[15:0],/test/GPSDC_u1/ang_mul[40:0],/test/GPSDC_u1/ang_result[48:0],/test/GPSDC_u1/sin2[63:0],/test/GPSDC_u1/first_result[95:0],/test/GPSDC_u1/mid_left[127:0],/test/GPSDC_u1/a_w[63:0],/test/GPSDC_u1/inner_result_w[63:0],/test/GPSDC_u1/inner_up[127:0],/test/GPSDC_u1/inner_down[63:0],/test/GPSDC_u1/up_C[63:0],/test/GPSDC_u1/up_D[63:0],/test/GPSDC_u1/sel_y0[63:0],/test/GPSDC_u1/sel_y1[63:0],/test/GPSDC_u1/sel_x0[63:0],/test/GPSDC_u1/sel_x1[63:0],/test/GPSDC_u1/sel_x[63:0],/test/GPSDC_u1/cos_in[47:0],/test/GPSDC_u1/cos_val[47:0],/test/GPSDC_u1/asin_in[63:0],/test/GPSDC_u1/asin_val[63:0],/test/GPSDC_u1/D_w[47:0],/test/GPSDC_u1/COS_ADDR_w[7:0],/test/GPSDC_u1/ASIN_ADDR_w[6:0]
3010000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3020000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3030000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3040000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3050000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3060000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3070000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3080000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3090000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3100000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3110000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3120000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3130000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3140000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3150000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3160000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3170000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3180000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3190000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3200000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3210000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3220000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3230000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3240000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3250000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3260000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3270000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3280000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3290000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3300000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,0,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
3310000,0,0,0,4,4,0,7929901,0,1624285,29972103354512802873059397,29957181809802817000236487,10154288507614387216683880941,0,0,0,0,-257629199,0,-1,0,-1,0,4030522823,4048529477,0,100768489656813,106429289594,106482301570,0,550465083,1,1,0,X,X,29964583836078370609061523,63,4996554662476941795740609253,31,106449141760,1624285,0,1624285,1143,1856557755,928278877,861701673484381129,3478980994607146666579571513,0,861701673484381129,4037266036,214023450244640812,53011976,19852166,18006654,4030522823,4048529477,106429289594,106482301570,106449141760,106455586874,4039532179,270863771,70686311705317,0,127,63
